"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
41553	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
41629	0	0	0	0	0	0	102	1				0	175	19		0				0		0	0	0	0	0			15	2	0	0	0	0			0	0	0	1	0	0	0	0				119	85	22	13	
41825	0	0	0	0	0	0	7	7		0		0	29	29		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037	0	0	0	0	0	0	12	4				0	43	39		0				0		0	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	1	8	
42354	0	0	0	0	0	0	3	0				0	12	0		0							0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				2	2	8	1	
42372	0	0	0	0	0	0	12	11				0	1	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
42420	0	0	0	0	67	0	2328	430		0		93	11032	4126		1057		0	0	0	0	0	0	0	145	20			228	45	113	37	109	1			0	0	35	6	154	76	470	48	0	0		3217	1162	1423	298	
42448	0	0	0	0	0	0	433	28				281	3091	435		2322				1798		176	0	0	0	0			30	2	100	0	106	14			44	0	36	0	0	0	0	0				36	6	68	16	
42457	0	0	0	0	0	0	0	0				0	8	0		1				0		0	0	0	0	0			7	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				0	0	0	0	
43351	650	37	0	0	0	0	166	63				18	754	63		0				0		18	0	0	0	24			0	0	1	0	28	0			0	0	0	0	0	0	0	0				0	2	13	21	
43856	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	72	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	72				0	0	0	0	
44040	0	0	0	0	0	0	2	1				0	22	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	1	4	0	
44433	0	0	0	0	0	0	3	0		0		0	11	0		0		0	0	0	0	0	0	0	0	0			0	1	0	2	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11	0	
44741	0	0	0	0	0	0	37	0				4	55	0		19				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				14	16	22	13	
44750	0	0	0	0	0	0	3	1				0	43	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				43	1	0	0	
44929	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45038	0	0	0	0	0	0	8	8				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45056	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45430	0	0	0	0	0	0	2	0				0	7	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
45458	0	0	0	0	0	0	2	0				0	35	0		0				0		0	0	0	0	0			0	0	0	0	30	0			0	0	0	0	0	0	0	0				0	0	5	2	
45551	0	80	0	0	0	0	182	101				0	1319	1282		0				0		0	0	0	0	0			10	0	0	0	0	0			0	0	0	0	0	0	0	1				0	0	27	0	
45560	0	0	0	0	0	0	92	18		0		10	539	0		40		0	0	0	0	0	0	0	0	0			0	0	53	0	269	0			0	0	0	0	218	0	0	0	0	0		0	4	12	7	
45775	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
46053	0	0	0	0	0	0	129	0				0	196	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				41	105	155	24	
46941	0	0	0	0	0	0	7	0				0	19	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	7	
47247	0	0	0	0	0	0	19	2		0		2	277	173		0		0	0	0	0	2	0	0	0	1			25	11	0	0	0	0			0	0	0	0	0	1	0	0	0	0		79	0	0	2	
47500	0	0	0	0	0	0	12	4				0	8	0		0				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	8	0	
48057	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
48150	0	0	0	0	0	0	0	0				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	0	
48374	2	13	0	0	0	0	227	40				0	1577	1041		0				0		0	0	0	14	0			0	0	0	0	0	0			0	0	115	48	26	10	0	13				137	5	242	98	
48440	0	0	0	0	0	0	0	0				0	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
49054	0	0	0	0	0	0	6	0				0	0	0		0							0	0	0	6			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
49148	0	0	0	0	0	0	0	0				0	66	0		66				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
49241	0	0	0	0	0	0	39	0				0	108	0		0				0		0	0	0	0	0			0	0	2	0	13	0			0	0	0	0	0	0	0	0				0	0	95	37	
49652	0	0	0	0	0	0	56	0				0	422	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	327	0				95	56	0	0	
49858	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
49951	0	0	0	0	0	0	2	0				2	31	0		31				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
50144	0	0	0	0	0	0	28	0				1	11	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	5	7	22	
50461	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
51253	0	0	0	0	0	0	289	41		0		8	124	5		0		0	0	0	0	5	0	0	0	9			0	0	85	1	86	0			0	0	0	0	0	0	4	83	0	0		19	9	10	53	
51356	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
51459	0	0	0	0	0	0	5	0				2	7	0		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	4	3	
51842	0	11	0	0	0	0	55	5		0		35	0	0		0		0	0	0	0	35	0	5	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	4	
52719	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
52951	0	0	0	0	0	0	45	8				7	1458	489		344				336		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				220	14	405	15	
53051	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
54058	0	0	0	0	0	0	12	0		0		0	40	0		0		0	0	0	0	0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0	0	0		7	2	33	6	
54656	0	0	0	0	0	0	38	17		0		7	179	142		31		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3	0	0		0	0	6	11	
54973	0	0	0	0	0	0	2411	282		0		3	6801	240		431		0	0	0	0	3	0	0	0	247			0	7	193	0	842	0			0	0	0	0	0	0	0	0	0	0		0	0	5288	1679	
55336	0	0	0	0	0	0	32	0				28	122	0		71				0		0	0	0	1	0			26	3	0	0	0	0			0	0	0	0	0	0	0	0				0	0	24	1	
55635	0	0	0	0	0	0	166	156				9	507	328		142							0	0	0	0			22	1	0	0	0	0			0	0	11	0	0	0	0	0				4	0	0	0	
55653	0	0	0	0	0	0	74	50				0	15	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	23	1	1	
55970	0	0	0	0	0	0	2	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	2	2	0	0	5	0				0	0	0	0	
56258	0	0	0	0	0	0	0	0				0	319	319		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
56351	0	0	0	0	0	0	484	27		0		1	1365	403		0		0	0	0	0	1	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0	0	0		46	55	905	401	
56548	0	0	0	0	0	0	3	0				2	1	0		1				0		2	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
56717	0	0	0	0	0	0	137	70				17	149	30		87				0		2	0	0	0	0			0	0	1	1	8	1			0	0	0	0	0	48	0	0				0	0	23	0	
57451	0	0	0	0	0	0	22	0				1	27	0		12				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	6	2	15	
58225	3	0	0	0	0	0	24	0				11	132	0		26				0		0	0	0	0	5			0	0	2	0	94	0			0	0	0	0	0	0	0	0				6	0	3	6	
58243	0	0	0	0	0	0	755	581		0		0	375	49		0		0	0	0	0	0	0	0	0	56			228	45	32	21	78	0			0	0	0	3	0	7	0	0	0	0		0	0	20	10	
58355	0	0	0	0	0	0	6	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	6	
58551	0	0	0	0	0	0	114	13				55	194	109		8				8		55	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	8				75	15	2	23	
58636	0	0	0	0	0	0	228	27				0	384	2		0				0		0	0	0	0	0			10	7	1	2	0	0			0	0	0	0	0	0	0	0				350	175	22	16	
58757	0	0	0	0	0	0	3	3				0	114	109		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
58971	0	0	0	0	0	0	483	114		0		255	1293	398		474		0	0	0	0	0	0	0	0	31			271	6	7	4	0	0			0	0	0	0	0	0	0	12	0	0		45	19	105	35	
59316	0	0	0	0	0	0	190	0				0	1024	85		0				0		0	0	0	0	0			0	0	0	42	0	0			0	0	0	0	0	0	0	104				810	31	129	13	
59352	0	0	0	0	0	0	27	0				0	5	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	27	0	0				0	0	0	0	
59370	0	0	0	0	0	0	58	0				0	0	0		0				0		0	0	0	0	0			0	0	55	0	0	0			0	0	0	0	0	0	0	3				0	0	0	0	
59754	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	0	0	
60143	0	0	0	0			24000		21000	0	0	0	49000		0	4000	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3000	0	0	0	0	5000	1000	1000	0	0	0	0	0	0	1000	2000	
60330	0	0	0	0	0	0	293	242		0		0	836	690		3		0	0	3	0	0	0	0	95	0			0	0	0	45	0	0			0	0	0	0	0	0	0	0	0	0		0	0	48	6	
60545	0	0	0	0	0	0	4	3				1	62	37		20				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
60554	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
60648	0	0	0	0	0	0	72	0				0	18	0		0				0		0	0	0	0	0			2	65	5	0	0	0			0	0	0	0	0	0	0	0				10	2	6	0	
61122	0	0	0	0	0	0	330	34		0		131	2099	1230		418		0	0	0	0	0	0	0	15	1			0	0	18	8	30	0			0	0	0	6	0	0	0	37	0	0		76	22	330	73	
61355	0	0	0	0	0	0	335	2				28	5418	1		21				0		14	0	0	0	0			5299	290	2	0	0	0			0	0	0	0	0	0	84	1				7	10	6	2	
61476	0	0	0	0	0	0	0	0				0	55	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	55	0	0	0				0	0	0	0	
61757	0	0	0	0	0	0	9	2		0		0	0	0		0		0	0	0	0	0	0	0	0	5			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	2	
61832	0	0	0	0	0	0	9	1				0	0	0		0				0		0	0	0	0	0			0	0	3	5	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
61953	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
62044	0	0	0	0	0	0	0	0				0	20	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	0	2	0	
62110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
62147	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
63050	0	0	0	0	0	0	7	0				1	88	0		7				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				81	6	0	0	
63069	0	0	0	82			11404		7900	0	0	533	62233		0	2502	27980	12166	0	0	0	0	79	1140	0	21	0	0	862	238	0	0	0	593		573	0	0	0	2183	0	99	16632	0	0	0	206	0	0	925	142	
63201	0	0	0	0	0	0	2	0				0	162	125		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	1	34	1	
63573	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
63733	0	0	0	0	0	0	155	12		0		9	253	41		19		0	0	19	0	9	0	0	0	3			0	0	6	0	13	0			0	0	0	0	0	2	0	0	0	0		32	20	148	103	
64150	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
64552	0	0	0	0	0	0	13	11		0		0	198	168		0		0	0	0	0	0	0	0	0	0			0	0	0	0	10	20			0	0	0	0	0	0	0	0	0	0		0	2	0	0	
64730	0	0	0	0	0	0	17	5				0	15	14		0							0	0	0	0			0	0	0	12	1	0			0	0	0	0	0	0	0	0				0	0	0	0	
65205	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
65559	0	0	0	0	0	0	0	0		0		0	20	0		16		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	4	0	
65858	0	0	0	0	0	0	174	8				96	1136	25		193				0		0	0	0	11	0			0	2	4	3	0	0			0	0	0	0	741	27	0	0				59	8	107	26	
66154	0	0	0	0	0	0	116	112				0	135	105		25							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	3	1	1	
66275	0	0	0	0	0	0	33	32				1	711	710		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
67142	0	0	0	0	0	0	2	1				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	1	0				0	0	3	1	
67151	0	0	0	0	0	0	1004	63				0	22	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	930				0	0	22	11	
67209	0	0	0	0	0	0	280	10				0	2351	222		0				0		0	0	0	0	0			0	0	8	0	14	0			0	0	0	0	0	0	0	0				0	0	2115	262	
67254	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
67656	0	0	0	0	0	0	2291	11		0		0	33668	49		3		0	0	0	0	0	0	0	0	0			33590	2256	0	0	0	0			0	0	0	0	7	15	0	0	0	0		0	0	19	9	
67870	0	0	0	0	0	0	52	22				0	79	70		9				0		0	0	0	0	0			0	0	9	10	0	0			0	0	0	11	0	0	0	0				0	0	0	0	
68671	0	0	0	0	0	0	13	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	13	0	0	0	0				0	0	0	0	
68756	0	0	0	0	0	0	22	3		0		10	29	0		29		0	0	0	0	0	0	0	0	0			0	0	7	1	0	0			0	0	0	0	0	0	0	1	0	0		0	0	0	0	
68831	0	0	0	0	0	0	262	0				9	87	31		35							0	0	0	0			0	0	1	0	7	0			0	0	0	0	0	0	0	251				14	1	0	0	
69333	0	0	0	0	0	0	56	10		0		0	325	162		0		0	0	0	0	0	0	0	7	10			0	0	1	0	58	0			0	0	0	0	0	7	0	1	0	0		14	1	84	26	
69678	0	0	0	0	0	0	25	8				1	203	184		0				0		1	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	19	8	
70218	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
70414	0	0	0	0	0	0	1	0				0	112	64		0				0		0	0	0	1	0			0	0	0	0	5	1			0	0	0	0	0	0	0	0				25	0	16	1	
70638	64	60	0	0	0	0	688	29				8	800	342		55				0		0	0	0	0	0			0	0	37	0	2	0			0	186	33	0	101	253	0	0				21	10	182	105	
70955	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
71073	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
71457	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
71859	0	0	0	0	0	0	3	3				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
72258	0	0	0	0	0	0	78	72				0	94	79		0				0		0	0	0	0	0			1	3	0	0	0	0			0	0	0	0	0	0	0	0				8	3	6	0	
72351	0	0	0	0	0	0	8	0				0	1	0		0				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	1	2	
72454	0	0	0	0	0	0	21	15				0	6	0		0				0		0	0	0	0	0			6	6	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
72678	0	0	0	0	0	0	20	0				0	61	0		0				0		0	0	0	3	0			0	0	13	0	50	0			0	0	0	0	0	0	0	0				3	4	5	3	
73116	0	0	0	0	0	0	9	2				2	12	0		5				0		0	0	0	0	0			0	0	1	4	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
73152	0	0	0	0	0	0	2	0				1	28	0		28				28		1	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
73554	0	0	0	0	0	0	96	0				94	21	0		21				21		94	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
73956	0	0	0	0	0	0	18	3				0	16	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	16	14	
74056	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
74140	0	0	0	0	0	0	279	4		0		2	718	336		0		0	0	0	0	2	0	0	0	1			0	0	118	1	10	0			0	0	0	0	0	5	0	1	0	0		19	2	353	145	
74403	0	0	0	0	0	0	41	2		0		0	291	17		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		8	2	266	37	
74449	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
75259	0	0	0	0	0	0	5	2				0	5297	5295		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
75446	0	0	0	0	0	0	4	0				4	18	0		12				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
75455	0	0	0	0	0	0	1	0				0	19	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	0	0	1	
75633	207	11	7489	247			65589		22172	0	0	81	333976		0	3279	184235	0	1126	3430	0	575	0	0	3540	4459			45279	2167	2607	2380	802	170	0	2318	0	2	5421	722	320	632	21649	1421	0	0	119	15397	6533	40440	21461	
75651	0	0	0	0	0	0	49	4				20	23	0		0				0		20	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				23	1	0	24	
76153	0	0	0	0	0	0	10	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	3	0	7	
76443	0	0	0	0	0	0	4	4				0	53	15		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	38	0	
76854	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
77150	0	0	0	0	0	0	1	0				1	37	28		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	0	
77253	0	0	0	0	4	4	88	29				0	181	7		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	170	55	
77422	0	0	0	0	0	0	18	0				18	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
77851	0	0	0	0	0	0	204	129		0		25	3796	2554		148		0	0	78	0	9	0	0	0	0			50	7	34	0	0	0			0	0	0	0	1015	2	0	0	0	0		27	1	2	6	
78157	0	0	0	0	0	0	2	0				1	27	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	1	0	0	
78241	0	0	0	0	0	0	0	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	0	2	0	
78559	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
79042	0	0	0	0	0	0	1	0		0		0	1	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
79127	1	4	0	0	0	0	16	0				0	124	0		0							0	0	0	0			0	0	3	0	83	0			0	0	0	0	0	0	0	0				2	7	38	2	
79145	0	0	0	0	0	0	1	1				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
79257	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	0	0	
79855	0	0	0	0	0	0	0	0				0	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
80150	0	0	0	0	0	0	182	8				164	84	0		18				18		164	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	8	41	2	
80374	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
80431	0	0	0	0	0	0	7	0				1	47	4		18							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	25	5	
81175	0	0	0	0	0	0	49	46				1	193	187		6				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
82033	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
82257	0	0	0	0	0	0	46	0				0	782	0		0				0		0	0	0	0	0			782	46	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
82350	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0				0	0	0	0	
83375	0	0	0	0	0	0	186	140				43	4739	4647		68				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	24	1	
83638	0	0	591	0			2262		936	0	0	78	33416		0	337	15876	0	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0		0	0	0	0	36	0	17	0	0	0	0	0	0	0	16612	1168	
83834	0	0	0	0	0	0	3	3				0	163	114		2							0	0	0	0			10	0	0	0	35	0			0	0	0	0	0	0	0	0				0	0	2	0	
